Type,Context Level,Question
Caption Generation,Full Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการ caption สำหรับโพสต์ Instagram ที่กระตุ้นให้ลูกค้าอยากลอง
ช่วยคิด caption ที่เหมาะกับ campaign นี้"
Caption Generation,Full Context,"ธุรกิจการศึกษาต้องการโปรโมทคอร์สเรียนออนไลน์สำหรับกลุ่มเป้าหมายวัยทำงาน
ต้องการ caption สำหรับโพสต์ Facebook ที่กระตุ้นให้สมัครเรียน
ช่วยคิด caption ที่เหมาะกับ awareness campaign"
Caption Generation,Full Context,"แบรนด์เครื่องดื่มสุขภาพต้องการโปรโมทสินค้าใหม่สำหรับกลุ่มเป้าหมายวัยรุ่นต้องการ caption สำหรับโพสต์ Instagram ที่เน้นสุขภาพและความสดชื่น
ช่วยคิด caption ที่เหมาะกับ campaign นี้"
General,Without Context,ขอไอเดีย marketing สำหรับธุรกิจแฟชั่น
General,Without Context,ขอไอเดีย campaign โปรโมทร้านอาหาร
General,Without Context,ขอไอเดีย awareness campaign สำหรับธุรกิจสุขภาพ
General,Without Context,ขอไอเดียโปรโมทคอร์สเรียนออนไลน์
General,Without Context,ขอไอเดีย content marketing สำหรับธุรกิจอสังหาฯ
General,Without Context,ขอไอเดีย engagement campaign สำหรับแบรนด์เครื่องดื่ม
General,Without Context,ขอไอเดีย campaign โปรโมทแอปพลิเคชันใหม่
General,Without Context,ขอไอเดีย content สำหรับ awareness campaign ของร้านอาหาร
General,Without Context,ขอไอเดีย campaign โปรโมทสินค้าเทคโนโลยี
General,Without Context,ขอไอเดีย marketing สำหรับธุรกิจการเงิน
General,Without Context,ขอไอเดีย campaign โปรโมทบ้านเดี่ยว
General,Without Context,ขอไอเดีย awareness campaign สำหรับแบรนด์แฟชั่น
General,Without Context,ขอไอเดียโปรโมทบริการการเงิน
General,Without Context,ขอไอเดีย content marketing สำหรับธุรกิจการศึกษา
General,Without Context,ขอไอเดีย engagement campaign สำหรับร้านอาหาร
General,Without Context,ขอไอเดีย campaign โปรโมทสินค้าใหม่
General,Without Context,ขอไอเดีย marketing สำหรับธุรกิจสุขภาพ
General,Without Context,ขอไอเดีย campaign โปรโมทคอนโดใหม่
General,Without Context,ขอไอเดีย awareness campaign สำหรับแอปพลิเคชันใหม่
General,Without Context,ขอไอเดียโปรโมทร้านอาหารเปิดใหม่
General,Without Context,ขอไอเดีย marketing สำหรับธุรกิจอสังหาฯ
General,Without Context,ขอไอเดีย campaign โปรโมทสินค้าแฟชั่นผู้หญิง
General,Without Context,ขอไอเดีย engagement campaign สำหรับธุรกิจสุขภาพ
General,Without Context,ขอไอเดีย campaign โปรโมทบ้านมือสอง
General,Without Context,ขอไอเดีย awareness campaign สำหรับธุรกิจการศึกษา
General,Without Context,ขอไอเดียโปรโมทบ้านเดี่ยวในโครงการใหม่
General,Without Context,ขอไอเดีย content marketing สำหรับธุรกิจแฟชั่น
General,Without Context,ขอไอเดีย engagement campaign สำหรับแบรนด์แฟชั่น
General,Without Context,ขอไอเดีย campaign โปรโมทสินค้าเทคโนโลยีใหม่
General,Without Context,ขอไอเดีย marketing สำหรับธุรกิจอาหาร
General,Light Context,"ธุรกิจแฟชั่นกำลังจะเปิดตัว collection ใหม่, ขอไอเดีย marketing campaign ที่เหมาะกับกลุ่มวัยรุ่น"
General,Light Context,"ร้านอาหารเปิดใหม่อยากสร้าง awareness, ขอไอเดีย campaign ที่เหมาะกับกลุ่ม office worker"
General,Light Context,"บริษัทอสังหาฯ ต้องการโปรโมทคอนโดใหม่, ขอไอเดีย awareness campaign ที่ดึงดูดกลุ่มวัยทำงาน"
General,Light Context,"ธุรกิจสุขภาพมีสินค้าใหม่, ขอไอเดีย marketing campaign ที่เน้นความน่าเชื่อถือ"
General,Light Context,"บริษัทเทคโนโลยีต้องการเปิดตัว gadget ใหม่, ขอไอเดีย awareness campaign ที่เน้นนวัตกรรม"
General,Light Context,"ร้านอาหารญี่ปุ่นต้องการโปรโมทเมนูใหม่, ขอไอเดีย content marketing ที่เหมาะกับกลุ่มวัยรุ่น"
General,Light Context,"ธุรกิจการศึกษาต้องการโปรโมทคอร์สเรียนออนไลน์, ขอไอเดีย campaign ที่กระตุ้นให้สมัคร"
General,Light Context,"แบรนด์เครื่องดื่มสุขภาพต้องการ awareness campaign, ขอไอเดีย content ที่เน้นสุขภาพ"
General,Light Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านเดี่ยว, ขอไอเดีย marketing campaign ที่เน้นความเป็นส่วนตัว"
General,Light Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่, ขอไอเดีย awareness campaign ที่กระตุ้นความอยากอาหาร"
General,Light Context,"ธุรกิจแฟชั่นต้องการโปรโมทสินค้าใหม่, ขอไอเดีย engagement campaign ที่โดนใจกลุ่มวัยรุ่น"
General,Light Context,"บริษัทเทคโนโลยีต้องการ awareness campaign, ขอไอเดีย content ที่สื่อถึงนวัตกรรม"
General,Light Context,"ร้านอาหารต้องการโปรโมทโปรโมชัน buy 1 get 1, ขอไอเดีย campaign ที่ดึงดูดลูกค้า"
General,Light Context,"ธุรกิจการศึกษาต้องการ awareness campaign, ขอไอเดีย content ที่สร้างแรงบันดาลใจ"
General,Light Context,"แบรนด์แฟชั่นต้องการโปรโมทสินค้าใหม่, ขอไอเดีย campaign ที่สร้าง engagement"
General,Light Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านมือสอง, ขอไอเดีย marketing campaign ที่สร้างความมั่นใจ"
General,Light Context,"ร้านอาหารญี่ปุ่นต้องการโปรโมทเมนูพิเศษ, ขอไอเดีย campaign ที่น่าสนใจ"
General,Light Context,"ธุรกิจสุขภาพต้องการ awareness campaign, ขอไอเดีย content ที่สร้างแรงบันดาลใจ"
General,Light Context,"บริษัทเทคโนโลยีต้องการโปรโมทแอปใหม่, ขอไอเดีย marketing campaign ที่เน้นความสะดวก"
General,Light Context,"ร้านอาหารต้องการ awareness campaign, ขอไอเดีย content ที่สร้างความจดจำ"
General,Light Context,"ธุรกิจแฟชั่นต้องการโปรโมทสินค้าแฟชั่นผู้หญิง, ขอไอเดีย campaign ที่โดนใจกลุ่มเป้าหมาย"
General,Light Context,"บริษัทอสังหาฯ ต้องการโปรโมทคอนโดใหม่, ขอไอเดีย marketing campaign ที่เน้นความทันสมัย"
General,Light Context,"ร้านอาหารต้องการโปรโมทโปรโมชัน discount code, ขอไอเดีย campaign ที่เร่งการตัดสินใจ"
General,Light Context,"ธุรกิจการศึกษาต้องการโปรโมทคอร์สเรียนภาษาอังกฤษ, ขอไอเดีย awareness campaign ที่กระตุ้นให้สมัคร"
General,Light Context,"แบรนด์เครื่องดื่มสุขภาพต้องการโปรโมทสินค้าใหม่, ขอไอเดีย content ที่เน้นสุขภาพ"
General,Light Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านเดี่ยว, ขอไอเดีย marketing campaign ที่เน้นความเป็นส่วนตัว"
General,Light Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่, ขอไอเดีย awareness campaign ที่กระตุ้นความอยากอาหาร"
General,Light Context,"ธุรกิจแฟชั่นต้องการโปรโมทสินค้าใหม่, ขอไอเดีย engagement campaign ที่เร่งการตัดสินใจ"
General,Light Context,"บริษัทเทคโนโลยีต้องการ awareness campaign, ขอไอเดีย content ที่สื่อถึงนวัตกรรม"
General,Light Context,"ร้านอาหารต้องการโปรโมทโปรโมชัน buy 1 get 1, ขอไอเดีย campaign ที่ดึงดูดลูกค้า"
General,Full Context,"ธุรกิจแฟชั่นกำลังจะเปิดตัว collection ใหม่สำหรับกลุ่มวัยรุ่น โดยเน้นความสนุกสนานและเทรนด์แฟชั่นล่าสุด
ต้องการไอเดีย marketing campaign ที่เหมาะกับ awareness campaign และ engagement campaign
ขอไอเดียที่สามารถนำไปใช้ได้จริง"
General,Full Context,"ร้านอาหารญี่ปุ่นเปิดใหม่ในย่าน office ต้องการโปรโมทเมนู lunch set ด้วยโทนสนุกสนาน
ต้องการไอเดีย content marketing สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่เหมาะกับกลุ่มเป้าหมาย"
General,Full Context,"บริษัทอสังหาฯ เปิดตัวโครงการคอนโดใหม่ในเมือง เน้นความทันสมัยและทำเลใกล้รถไฟฟ้า
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่กระตุ้นความสนใจ"
General,Full Context,"ธุรกิจสุขภาพเปิดตัวสินค้าใหม่สำหรับกลุ่มคนรักสุขภาพ ต้องการสร้างแรงบันดาลใจและ awareness
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่เหมาะกับกลุ่มเป้าหมาย"
General,Full Context,"บริษัทเทคโนโลยีเปิดตัว gadget ใหม่ที่เน้นนวัตกรรมและดีไซน์ทันสมัย
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่เหมาะกับกลุ่มเป้าหมาย"
General,Full Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่ด้วยโปรโมชัน buy 1 get 1 โดยเน้นโทนสนุกสนาน
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่เหมาะกับกลุ่มเป้าหมาย"
General,Full Context,"ธุรกิจการศึกษาต้องการโปรโมทคอร์สเรียนภาษาอังกฤษออนไลน์สำหรับวัยทำงาน
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่กระตุ้นให้สมัครเรียน"
General,Full Context,"แบรนด์เครื่องดื่มสุขภาพเปิดตัวสินค้าใหม่สำหรับกลุ่มคนรักสุขภาพ
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่เหมาะกับกลุ่มเป้าหมาย"
General,Full Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านเดี่ยวในโครงการใหม่ โดยเน้นความเป็นส่วนตัวและบรรยากาศอบอุ่น
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่สร้างความรู้สึกอบอุ่นใจ"
General,Full Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่สำหรับกลุ่มวัยรุ่น โดยใช้โทนสนุกสนาน
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่กระตุ้นให้ลูกค้าอยากลอง"
General,Full Context,"ธุรกิจแฟชั่นต้องการโปรโมท flash sale สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่กระตุ้นให้รีบตัดสินใจ"
General,Full Context,"บริษัทเทคโนโลยีเปิดตัวแอปใหม่สำหรับการจัดการการเงินส่วนบุคคล
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่สื่อถึงความสะดวกและทันสมัย"
General,Full Context,"ร้านอาหารญี่ปุ่นต้องการโปรโมทเมนูพิเศษสำหรับช่วงเทศกาล
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่สร้างบรรยากาศพิเศษ"
General,Full Context,"ธุรกิจสุขภาพต้องการโปรโมทสินค้าใหม่สำหรับกลุ่มเป้าหมายวัยทำงาน
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่เน้นสุขภาพและแรงบันดาลใจ"
General,Full Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านมือสองในโครงการใหม่
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่สร้างความมั่นใจให้กับลูกค้า"
General,Full Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่กระตุ้นให้ลูกค้าอยากลอง"
General,Full Context,"ธุรกิจแฟชั่นต้องการโปรโมทสินค้าใหม่สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่โดนใจกลุ่มเป้าหมาย"
General,Full Context,"บริษัทเทคโนโลยีต้องการโปรโมทแอปใหม่สำหรับกลุ่มเป้าหมายวัยทำงาน
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่สื่อถึงความสะดวก"
General,Full Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่กระตุ้นให้ลูกค้าอยากลอง"
General,Full Context,"ธุรกิจการศึกษาต้องการโปรโมทคอร์สเรียนออนไลน์สำหรับกลุ่มเป้าหมายวัยทำงาน
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่กระตุ้นให้สมัครเรียน"
General,Full Context,"แบรนด์เครื่องดื่มสุขภาพต้องการโปรโมทสินค้าใหม่สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่เน้นสุขภาพและความสดชื่น"
General,Full Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านเดี่ยวในโครงการใหม่สำหรับกลุ่มเป้าหมายวัยทำงาน
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่สร้างความรู้สึกอบอุ่นใจ"
General,Full Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่กระตุ้นให้ลูกค้าอยากลอง"
General,Full Context,"ธุรกิจแฟชั่นต้องการโปรโมทสินค้าใหม่สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่โดนใจกลุ่มเป้าหมาย"
General,Full Context,"บริษัทเทคโนโลยีต้องการโปรโมทแอปใหม่สำหรับกลุ่มเป้าหมายวัยทำงาน
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่สื่อถึงความสะดวก"
General,Full Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่กระตุ้นให้ลูกค้าอยากลอง"
General,Full Context,"ธุรกิจการศึกษาต้องการโปรโมทคอร์สเรียนออนไลน์สำหรับกลุ่มเป้าหมายวัยทำงาน
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่กระตุ้นให้สมัครเรียน"
General,Full Context,"แบรนด์เครื่องดื่มสุขภาพต้องการโปรโมทสินค้าใหม่สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการไอเดีย marketing campaign สำหรับ awareness campaign และ engagement campaign
ขอไอเดียที่เน้นสุขภาพและความสดชื่น"
Marketing Planning,Without Context,ช่วยสร้าง content calendar สำหรับธุรกิจแฟชั่น 1 เดือน
Marketing Planning,Without Context,วางแผน campaign โปรโมทร้านอาหาร 3 เดือน
Marketing Planning,Without Context,ช่วยวางแผน awareness campaign สำหรับธุรกิจสุขภาพ
Marketing Planning,Without Context,สร้าง roadmap โปรโมทคอร์สเรียนออนไลน์
Marketing Planning,Without Context,ช่วยวางแผน content marketing สำหรับธุรกิจอสังหาฯ
Marketing Planning,Without Context,ช่วยจัดทำ engagement campaign plan สำหรับแบรนด์เครื่องดื่ม
Marketing Planning,Without Context,วางแผน campaign โปรโมทแอปพลิเคชันใหม่
Marketing Planning,Without Context,ช่วยวางแผน content สำหรับ awareness campaign ของร้านอาหาร
Marketing Planning,Without Context,ช่วยวางแผน campaign โปรโมทสินค้าเทคโนโลยี
Marketing Planning,Without Context,ช่วยวางแผน marketing สำหรับธุรกิจการเงิน
Marketing Planning,Without Context,ช่วยวางแผน campaign โปรโมทบ้านเดี่ยว
Marketing Planning,Without Context,ช่วยวางแผน awareness campaign สำหรับแบรนด์แฟชั่น
Marketing Planning,Without Context,ช่วยวางแผนโปรโมทบริการการเงิน
Marketing Planning,Without Context,ช่วยวางแผน content marketing สำหรับธุรกิจการศึกษา
Marketing Planning,Without Context,ช่วยวางแผน engagement campaign สำหรับร้านอาหาร
Marketing Planning,Without Context,ช่วยวางแผน campaign โปรโมทสินค้าใหม่
Marketing Planning,Without Context,ช่วยวางแผน marketing สำหรับธุรกิจสุขภาพ
Marketing Planning,Without Context,ช่วยวางแผน campaign โปรโมทคอนโดใหม่
Marketing Planning,Without Context,ช่วยวางแผน awareness campaign สำหรับแอปพลิเคชันใหม่
Marketing Planning,Without Context,ช่วยวางแผนโปรโมทร้านอาหารเปิดใหม่
Marketing Planning,Without Context,ช่วยวางแผน marketing สำหรับธุรกิจอสังหาฯ
Marketing Planning,Without Context,ช่วยวางแผน campaign โปรโมทสินค้าแฟชั่นผู้หญิง
Marketing Planning,Without Context,ช่วยวางแผน engagement campaign สำหรับธุรกิจสุขภาพ
Marketing Planning,Without Context,ช่วยวางแผน campaign โปรโมทบ้านมือสอง
Marketing Planning,Without Context,ช่วยวางแผน awareness campaign สำหรับธุรกิจการศึกษา
Marketing Planning,Without Context,ช่วยวางแผนโปรโมทบ้านเดี่ยวในโครงการใหม่
Marketing Planning,Without Context,ช่วยวางแผน content marketing สำหรับธุรกิจแฟชั่น
Marketing Planning,Without Context,ช่วยวางแผน engagement campaign สำหรับแบรนด์แฟชั่น
Marketing Planning,Without Context,ช่วยวางแผน campaign โปรโมทสินค้าเทคโนโลยีใหม่
Marketing Planning,Without Context,ช่วยวางแผน marketing สำหรับธุรกิจอาหาร
Marketing Planning,Light Context,"ธุรกิจแฟชั่นกำลังจะเปิดตัว collection ใหม่, ช่วยวางแผน marketing campaign 3 เดือน"
Marketing Planning,Light Context,"ร้านอาหารเปิดใหม่อยากสร้าง awareness, ช่วยวางแผน campaign 1 เดือน"
Marketing Planning,Light Context,"บริษัทอสังหาฯ ต้องการโปรโมทคอนโดใหม่, ช่วยวางแผน awareness campaign 2 เดือน"
Marketing Planning,Light Context,"ธุรกิจสุขภาพมีสินค้าใหม่, ช่วยวางแผน marketing campaign 1 เดือน"
Marketing Planning,Light Context,"บริษัทเทคโนโลยีต้องการเปิดตัว gadget ใหม่, ช่วยวางแผน awareness campaign"
Marketing Planning,Light Context,"ร้านอาหารญี่ปุ่นต้องการโปรโมทเมนูใหม่, ช่วยวางแผน content marketing 1 เดือน"
Marketing Planning,Light Context,"ธุรกิจการศึกษาต้องการโปรโมทคอร์สเรียนออนไลน์, ช่วยวางแผน campaign 2 เดือน"
Marketing Planning,Light Context,"แบรนด์เครื่องดื่มสุขภาพต้องการ awareness campaign, ช่วยวางแผน content 1 เดือน"
Marketing Planning,Light Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านเดี่ยว, ช่วยวางแผน marketing campaign 2 เดือน"
Marketing Planning,Light Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่, ช่วยวางแผน awareness campaign 1 เดือน"
Marketing Planning,Light Context,"ธุรกิจแฟชั่นต้องการโปรโมทสินค้าใหม่, ช่วยวางแผน engagement campaign 1 เดือน"
Marketing Planning,Light Context,"บริษัทเทคโนโลยีต้องการ awareness campaign, ช่วยวางแผน content 1 เดือน"
Marketing Planning,Light Context,"ร้านอาหารต้องการโปรโมทโปรโมชัน buy 1 get 1, ช่วยวางแผน campaign 1 เดือน"
Marketing Planning,Light Context,"ธุรกิจการศึกษาต้องการ awareness campaign, ช่วยวางแผน content 2 เดือน"
Marketing Planning,Light Context,"แบรนด์แฟชั่นต้องการโปรโมทสินค้าใหม่, ช่วยวางแผน campaign 1 เดือน"
Marketing Planning,Light Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านมือสอง, ช่วยวางแผน marketing campaign 1 เดือน"
Marketing Planning,Light Context,"ร้านอาหารญี่ปุ่นต้องการโปรโมทเมนูพิเศษ, ช่วยวางแผน campaign 1 เดือน"
Marketing Planning,Light Context,"ธุรกิจสุขภาพต้องการ awareness campaign, ช่วยวางแผน content 1 เดือน"
Marketing Planning,Light Context,"บริษัทเทคโนโลยีต้องการโปรโมทแอปใหม่, ช่วยวางแผน marketing campaign 2 เดือน"
Marketing Planning,Light Context,"ร้านอาหารต้องการ awareness campaign, ช่วยวางแผน content 1 เดือน"
Marketing Planning,Light Context,"ธุรกิจแฟชั่นต้องการโปรโมทสินค้าแฟชั่นผู้หญิง, ช่วยวางแผน campaign 1 เดือน"
Marketing Planning,Light Context,"บริษัทอสังหาฯ ต้องการโปรโมทคอนโดใหม่, ช่วยวางแผน marketing campaign 2 เดือน"
Marketing Planning,Light Context,"ร้านอาหารต้องการโปรโมทโปรโมชัน discount code, ช่วยวางแผน campaign 1 เดือน"
Marketing Planning,Light Context,"ธุรกิจการศึกษาต้องการโปรโมทคอร์สเรียนภาษาอังกฤษ, ช่วยวางแผน awareness campaign 1 เดือน"
Marketing Planning,Light Context,"แบรนด์เครื่องดื่มสุขภาพต้องการโปรโมทสินค้าใหม่, ช่วยวางแผน content 1 เดือน"
Marketing Planning,Light Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านเดี่ยว, ช่วยวางแผน marketing campaign 2 เดือน"
Marketing Planning,Light Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่, ช่วยวางแผน awareness campaign 1 เดือน"
Marketing Planning,Light Context,"ธุรกิจแฟชั่นต้องการโปรโมทสินค้าใหม่, ช่วยวางแผน engagement campaign 1 เดือน"
Marketing Planning,Light Context,"บริษัทเทคโนโลยีต้องการ awareness campaign, ช่วยวางแผน content 1 เดือน"
Marketing Planning,Light Context,"ร้านอาหารต้องการโปรโมทโปรโมชัน buy 1 get 1, ช่วยวางแผน campaign 1 เดือน"
Marketing Planning,Full Context,"ธุรกิจแฟชั่นกำลังจะเปิดตัว collection ใหม่สำหรับกลุ่มวัยรุ่น โดยเน้นความสนุกสนานและเทรนด์แฟชั่นล่าสุด
ต้องการแผน marketing campaign 3 เดือนที่เน้น awareness campaign ในเดือนแรก และ engagement campaign ในเดือนถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"ร้านอาหารญี่ปุ่นเปิดใหม่ในย่าน office ต้องการโปรโมทเมนู lunch set ด้วยโทนสนุกสนาน
ต้องการแผน content marketing 1 เดือนที่เน้น awareness campaign ในช่วงเปิดตัว และ engagement campaign ในสัปดาห์ถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"บริษัทอสังหาฯ เปิดตัวโครงการคอนโดใหม่ในเมือง เน้นความทันสมัยและทำเลใกล้รถไฟฟ้า
ต้องการแผน marketing campaign 2 เดือนที่เน้น awareness campaign ในเดือนแรก และ engagement campaign ในเดือนถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"ธุรกิจสุขภาพเปิดตัวสินค้าใหม่สำหรับกลุ่มคนรักสุขภาพ ต้องการสร้างแรงบันดาลใจและ awareness
ต้องการแผน marketing campaign 1 เดือนที่เน้น awareness campaign ในช่วงแรก และ engagement campaign ในช่วงถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"บริษัทเทคโนโลยีเปิดตัว gadget ใหม่ที่เน้นนวัตกรรมและดีไซน์ทันสมัย
ต้องการแผน marketing campaign 2 เดือนที่เน้น awareness campaign ในเดือนแรก และ engagement campaign ในเดือนถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่ด้วยโปรโมชัน buy 1 get 1 โดยเน้นโทนสนุกสนาน
ต้องการแผน marketing campaign 1 เดือนที่เน้น awareness campaign ในช่วงแรก และ engagement campaign ในช่วงถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"ธุรกิจการศึกษาต้องการโปรโมทคอร์สเรียนภาษาอังกฤษออนไลน์สำหรับวัยทำงาน
ต้องการแผน marketing campaign 2 เดือนที่เน้น awareness campaign ในเดือนแรก และ engagement campaign ในเดือนถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"แบรนด์เครื่องดื่มสุขภาพเปิดตัวสินค้าใหม่สำหรับกลุ่มคนรักสุขภาพ
ต้องการแผน marketing campaign 1 เดือนที่เน้น awareness campaign ในช่วงแรก และ engagement campaign ในช่วงถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านเดี่ยวในโครงการใหม่ โดยเน้นความเป็นส่วนตัวและบรรยากาศอบอุ่น
ต้องการแผน marketing campaign 2 เดือนที่เน้น awareness campaign ในเดือนแรก และ engagement campaign ในเดือนถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"ร้านอาหารต้องการโปรโมทเมนูใหม่สำหรับกลุ่มวัยรุ่น โดยใช้โทนสนุกสนาน
ต้องการแผน marketing campaign 1 เดือนที่เน้น awareness campaign ในช่วงแรก และ engagement campaign ในช่วงถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"ธุรกิจแฟชั่นต้องการโปรโมท flash sale สำหรับกลุ่มเป้าหมายวัยรุ่น
ต้องการแผน marketing campaign 1 เดือนที่เน้น awareness campaign ในช่วงแรก และ engagement campaign ในช่วงถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"บริษัทเทคโนโลยีเปิดตัวแอปใหม่สำหรับการจัดการการเงินส่วนบุคคล
ต้องการแผน marketing campaign 2 เดือนที่เน้น awareness campaign ในเดือนแรก และ engagement campaign ในเดือนถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"ร้านอาหารญี่ปุ่นต้องการโปรโมทเมนูพิเศษสำหรับช่วงเทศกาล
ต้องการแผน marketing campaign 1 เดือนที่เน้น awareness campaign ในช่วงแรก และ engagement campaign ในช่วงถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"ธุรกิจสุขภาพต้องการโปรโมทสินค้าใหม่สำหรับกลุ่มเป้าหมายวัยทำงาน
ต้องการแผน marketing campaign 1 เดือนที่เน้น awareness campaign ในช่วงแรก และ engagement campaign ในช่วงถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
Marketing Planning,Full Context,"บริษัทอสังหาฯ ต้องการโปรโมทบ้านมือสองในโครงการใหม่
ต้องการแผน marketing campaign 1 เดือนที่เน้น awareness campaign ในช่วงแรก และ engagement campaign ในช่วงถัดไป
ช่วยวางแผน content calendar และกิจกรรมที่เหมาะกับแต่ละช่วง"
